ds,stationery_name,division,yhat,yhat_lower,yhat_upper
2025-09-30,Cutter,PR,152.49815466964117,124.73999991309547,177.95081502669487
2025-10-31,Cutter,PR,-9.618488452971775,-36.83904594560673,16.829805985350365
2025-11-30,Cutter,PR,134.51806101600877,106.79997115492347,159.699931298509
2025-06-30,Cutter,Production,-80.05379321022554,-109.53027193844446,-51.528232599694654
2025-07-31,Cutter,Production,-16.65285376766515,-44.70408060737496,13.365150494396126
2025-08-31,Cutter,Production,24.037460702139583,-4.133378144048981,51.368751391263736
2025-09-30,Cutter,Production,148.94367261756318,120.6509194916062,179.3441727835913
2025-10-31,Cutter,Production,210.69739454326768,181.793308994673,240.95678378529522
2025-11-30,Cutter,Production,337.60464556765703,304.42755743636206,366.50149916257016
2025-06-30,Cutter,Purchasing,4.36161508070559,-34.125807752003226,45.060607973452015
2025-07-31,Cutter,Purchasing,-73.67955992457674,-110.5963411694522,-33.92130938134087
2025-08-31,Cutter,Purchasing,281.88014991498153,243.39469649563935,321.3779751767011
2025-09-30,Cutter,Purchasing,58.71058577294075,20.61694178049064,98.32729443011911
2025-10-31,Cutter,Purchasing,128.77867226186837,89.96495345125854,166.05106451061968
2025-11-30,Cutter,Purchasing,26.011016644959156,-10.063250165043069,65.91472084794643
2025-06-30,Cutter,QC,91.86087114332527,73.81358910527696,110.96413186126787
2025-07-31,Cutter,QC,287.5699271986929,270.20567576908866,306.4035303489138
2025-08-31,Cutter,QC,267.8486798274759,249.09325096910774,286.18149949016265
2025-09-30,Cutter,QC,213.80122804279924,194.93916960521048,232.43354814081027
2025-10-31,Cutter,QC,96.43471537466533,76.33674848460747,114.67854136219582
2025-11-30,Cutter,QC,197.37602759470693,178.1269484994233,214.66332914864168
2025-06-30,Cutter,Sales,-16.539474528361296,-26.494315011952303,-6.667274813139995
2025-07-31,Cutter,Sales,86.12929769614144,76.14205404847996,96.88288206447247
2025-08-31,Cutter,Sales,147.09353503618848,137.61018328285886,157.11114580524227
2025-09-30,Cutter,Sales,120.85541331475955,110.14329697106683,129.54366754277098
2025-10-31,Cutter,Sales,99.0816457494864,88.89420648284656,109.23862401147001
2025-11-30,Cutter,Sales,514.401878970424,504.702529734483,523.8804038144459
2025-06-30,Document Holder,Accounting,27.986876667949872,-18.172109364642655,73.57963189470891
2025-07-31,Document Holder,Accounting,159.1321792709851,111.93652361195164,203.4058207271759
2025-08-31,Document Holder,Accounting,229.261354835395,181.37483030847238,272.3819540062426
2025-09-30,Document Holder,Accounting,70.15774976056936,22.400403228723654,116.6430865874991
2025-10-31,Document Holder,Accounting,150.875809360633,106.40574826686624,197.54997838716346
2025-11-30,Document Holder,Accounting,385.9894371767472,340.05261703491476,433.5936095990788
2025-06-30,Document Holder,Finance,-26.28229565590034,-28.201942430323747,-24.29671104128673
2025-07-31,Document Holder,Finance,238.5627143399616,236.31877744173528,240.8029430868378
2025-08-31,Document Holder,Finance,-34.771353154586066,-37.29758308525554,-32.327229796462426
2025-09-30,Document Holder,Finance,8.933985891756464,5.755740232790326,11.92797952485349
2025-10-31,Document Holder,Finance,338.3268190372246,334.54078457454796,342.0475239617901
2025-11-30,Document Holder,Finance,-12.259515080422005,-16.97155608340216,-7.317923036340153
2025-06-30,Document Holder,HR,33.56121591368546,7.826081915867643,58.20665025594866
2025-07-31,Document Holder,HR,126.37828380799297,100.31344918591662,151.8128815362768
2025-08-31,Document Holder,HR,146.60117052808218,120.54046057793335,171.66281943140424
2025-09-30,Document Holder,HR,77.84272262878605,52.756743857726704,103.96598365188285
2025-10-31,Document Holder,HR,285.6152812522464,259.92989681059277,311.6889460790291
2025-11-30,Document Holder,HR,465.64012983191066,440.2354050363427,489.50112102939516
2025-06-30,Document Holder,HSE,91.38599325615132,55.11924617891869,126.10255961518814
2025-07-31,Document Holder,HSE,10.252857516212117,-22.983345881103478,48.09151358917853
2025-08-31,Document Holder,HSE,-13.575647486236619,-47.19102376667908,26.343887395009588
2025-09-30,Document Holder,HSE,324.90374215962976,289.15953049767796,360.45563197686295
2025-10-31,Document Holder,HSE,373.26443745869085,335.7436323497798,408.83218369802864
2025-11-30,Document Holder,HSE,143.7339723241046,104.80476581299511,183.00578743080138
2025-06-30,Document Holder,IT,138.1421931619725,53.85811098854025,215.52455309419582
2025-07-31,Document Holder,IT,138.0070170555203,54.13127405984415,213.35370402356884
2025-08-31,Document Holder,IT,137.87184094906814,48.696773185168105,223.08223157252047
2025-09-30,Document Holder,IT,137.74102536217893,56.824197569116954,219.4645736281506
2025-10-31,Document Holder,IT,137.60584925572672,58.74185316170009,221.5329094622464
2025-06-30,Document Holder,Marketing,277.4838380587457,222.28053780789946,326.8234742354143
2025-07-31,Document Holder,Marketing,258.1469761476969,207.2296652716195,307.9173469707338
2025-08-31,Document Holder,Marketing,81.29527800203974,36.70990330067744,128.60411516330032
2025-09-30,Document Holder,Marketing,299.1751741561533,249.73858117453702,353.09690478854066
2025-10-31,Document Holder,Marketing,50.17507838226885,1.5487615916266586,103.46032565671626
2025-11-30,Document Holder,Marketing,-43.87433501365578,-94.52943459101382,8.214849940672922
2025-06-30,Document Holder,PR,375.87642895532707,341.95594813638195,409.65486318701056
2025-07-31,Document Holder,PR,371.3601392875935,336.3501855309111,405.0392850335736
2025-08-31,Document Holder,PR,32.12496400825077,-1.7042572662296591,68.65892301485596
2025-09-30,Document Holder,PR,41.214391919804825,7.601795374350298,77.40081371090578
2025-10-31,Document Holder,PR,44.541247489744734,9.236173973627219,79.02976349533495
2025-11-30,Document Holder,PR,214.14705873626795,178.3890051332538,251.9381793332833
2025-06-30,Document Holder,Production,143.86608170379256,116.27182011265191,168.82129212731155
2025-07-31,Document Holder,Production,128.11638727473274,101.88277179017898,154.26773935176294
2025-08-31,Document Holder,Production,174.08502300252144,147.4095400494764,199.0741778076416
2025-09-30,Document Holder,Production,23.930305415527414,-3.489544481664143,50.97048262975952
2025-10-31,Document Holder,Production,63.672607620712995,36.88802924357919,89.32529379310638
2025-11-30,Document Holder,Production,238.31145676949748,213.51418360128716,264.8982216125103
2025-06-30,Document Holder,Purchasing,19.26097751547853,-14.610632749571534,52.76686995016917
2025-07-31,Document Holder,Purchasing,-33.69014028359548,-69.65203922033025,0.4524021041753515
2025-08-31,Document Holder,Purchasing,-20.571336066806936,-56.46417461915456,16.17158837889503
2025-09-30,Document Holder,Purchasing,161.33964687195942,123.75025432503323,195.10553835050132
2025-10-31,Document Holder,Purchasing,218.383664682452,183.89211461672937,251.03165925115118
2025-11-30,Document Holder,Purchasing,153.58899528864126,118.93542345311077,186.124356557369
2025-06-30,Document Holder,QC,166.9227859531562,57.40685060750474,274.31854406230246
2025-07-31,Document Holder,QC,167.82031900298549,59.193380584909335,273.46020779177826
2025-08-31,Document Holder,QC,168.71785205281478,71.58462055499308,286.5492431493111
2025-09-30,Document Holder,QC,169.5864324236173,63.65865858676458,279.8120309985948
2025-10-31,Document Holder,QC,170.48396547344657,73.24334601299161,274.7398199737631
2025-06-30,Document Holder,Sales,44.71692941261436,-16.616272511625702,102.4212420276214
2025-07-31,Document Holder,Sales,53.0645594561898,-3.694380190444224,113.37881402673246
2025-08-31,Document Holder,Sales,190.25642546525432,130.82433783339295,248.00874584809782
2025-09-30,Document Holder,Sales,-102.76091431323061,-159.80288091717912,-47.882373397992694
2025-10-31,Document Holder,Sales,101.21643256153821,42.9305789031016,156.56744927891936
2025-11-30,Document Holder,Sales,117.54648388261884,60.33440051431005,175.82786905210259
2025-06-30,Flashdisk,Accounting,120.86144459922127,97.32233641868967,144.599221438099
2025-07-31,Flashdisk,Accounting,-68.81591402458596,-92.26511221146507,-45.80165059671891
2025-08-31,Flashdisk,Accounting,190.09852506819598,166.32958936155129,213.12126022811555
2025-09-30,Flashdisk,Accounting,127.99365655942324,105.20121841556151,152.29609609616622
2025-10-31,Flashdisk,Accounting,189.71015588121307,165.56264945758787,214.23365058658462
2025-11-30,Flashdisk,Accounting,103.41944704784788,79.78514495657389,128.91290663338887
2025-06-30,Flashdisk,Finance,263.8304713062439,186.18572983570536,335.9584734303536
2025-07-31,Flashdisk,Finance,-108.7826165664197,-180.27178315422177,-31.17829888001432
2025-08-31,Flashdisk,Finance,69.0329707722694,-10.24080968880512,148.6867228731986
2025-09-30,Flashdisk,Finance,245.83660037935203,172.02092523138163,323.29813955993006
2025-10-31,Flashdisk,Finance,270.04863063848626,196.64809224111383,347.19479909657525
2025-11-30,Flashdisk,Finance,401.44948152960706,320.90522171767356,478.10879535084354
2025-06-30,Flashdisk,HR,193.14919137971765,159.72740372616508,228.97129053166563
2025-07-31,Flashdisk,HR,-139.2755333398666,-174.77788644016957,-108.10900069105263
2025-08-31,Flashdisk,HR,30.692985909908472,-3.979958767390586,64.76647385386724
2025-09-30,Flashdisk,HR,72.22799867588893,36.9310529897159,104.85367145409795
2025-10-31,Flashdisk,HR,92.76451045023822,60.33343353924021,125.96318575009927
2025-11-30,Flashdisk,HR,153.3268738297504,123.57574416895191,186.82094756556808
2025-06-30,Flashdisk,HSE,76.53987479775887,40.47100812350348,121.00933407612251
2025-07-31,Flashdisk,HSE,37.691013714706884,-3.1084441730305907,77.85635086534201
2025-08-31,Flashdisk,HSE,72.19088014473822,28.765786439328902,110.9925356795423
2025-09-30,Flashdisk,HSE,294.94727035055445,252.05316243875075,335.22234518324177
2025-10-31,Flashdisk,HSE,-62.97845254614823,-105.23755315493922,-19.22264350259542
2025-11-30,Flashdisk,HSE,-117.4152842303187,-159.74819001015126,-74.05890868715693
2025-06-30,Flashdisk,IT,167.45761843694993,158.3374672088448,177.03891113257163
2025-07-31,Flashdisk,IT,182.08774766624566,172.72415817616198,192.18085014279777
2025-08-31,Flashdisk,IT,145.07921689542476,134.55845874733976,155.58692183840523
2025-09-30,Flashdisk,IT,-57.13355311361451,-68.78365138334901,-46.31365320872356
2025-10-31,Flashdisk,IT,-122.59643356540074,-134.9726694907244,-109.2196573331748
2025-11-30,Flashdisk,IT,107.20593997569324,93.42090225243258,121.51359848683484
2025-06-30,Flashdisk,Marketing,233.83991736345502,207.1069788005577,265.07212114492955
2025-07-31,Flashdisk,Marketing,12.841936576135367,-12.731642813637036,40.15947253847333
2025-08-31,Flashdisk,Marketing,76.52770312439281,49.2449432585019,104.04853101340166
2025-09-30,Flashdisk,Marketing,308.1298603778308,280.8252716471395,337.61041396757787
2025-10-31,Flashdisk,Marketing,166.81337012800446,139.7825595269929,195.26350605855365
2025-11-30,Flashdisk,Marketing,14.276672815779577,-13.357022124205205,42.58348897068428
2025-06-30,Flashdisk,PR,281.624748575579,254.33918270949397,308.4928196667311
2025-07-31,Flashdisk,PR,199.58332229467035,173.89146663747314,229.42118005123493
2025-08-31,Flashdisk,PR,7.4295952020066665,-20.54841593463021,34.754732833635764
2025-09-30,Flashdisk,PR,259.0533318655507,231.1881230561113,284.2061521400928
2025-10-31,Flashdisk,PR,173.98289347184783,145.90573068182854,199.25152936187934
2025-11-30,Flashdisk,PR,113.08227788064156,87.26326433012663,139.8964235845809
2025-06-30,Flashdisk,Production,17.27194587404388,-1.9876571827158334,37.22240938392749
2025-07-31,Flashdisk,Production,202.66961599997006,182.85720533592922,222.4279622579014
2025-08-31,Flashdisk,Production,146.35035874885824,128.13663667906158,164.7582167331968
2025-09-30,Flashdisk,Production,276.78172768560876,257.1998275329861,297.5831939978705
2025-10-31,Flashdisk,Production,94.43321185554743,74.82077705347456,113.23421108119854
2025-11-30,Flashdisk,Production,203.00058000109118,183.4253902563809,222.0693377806583
2025-06-30,Flashdisk,Purchasing,374.6848165991057,349.10104096151264,400.02377787233655
2025-07-31,Flashdisk,Purchasing,43.942322756613315,19.46260585661228,68.11692356011201
2025-08-31,Flashdisk,Purchasing,-109.88946150844724,-134.56135629888612,-85.86416925516843
2025-09-30,Flashdisk,Purchasing,-9.537323464192433,-32.65488122290136,16.049228759886255
2025-10-31,Flashdisk,Purchasing,314.6704888902197,290.0711088859542,339.38947430754945
2025-11-30,Flashdisk,Purchasing,8.081846906895976,-18.203589903801547,32.15144552708135
2025-06-30,Flashdisk,QC,255.5771378106313,232.31653110429525,277.8780536500672
2025-07-31,Flashdisk,QC,159.09989762581486,135.1302709489333,182.67882819847694
2025-08-31,Flashdisk,QC,438.8731565830016,414.60094876748445,463.4153718392305
2025-09-30,Flashdisk,QC,158.75761050392703,136.66455440913973,181.84073138235468
2025-10-31,Flashdisk,QC,-67.78179373695065,-88.50762652792467,-44.828907477276
2025-11-30,Flashdisk,QC,-84.0955591616706,-106.73179966688409,-61.219198058338236
2025-06-30,Flashdisk,Sales,53.003884737953676,14.960253231438374,90.27219177660342
2025-07-31,Flashdisk,Sales,6.023361131194335,-35.87641367672076,44.31845986564987
2025-08-31,Flashdisk,Sales,107.49188615854901,67.19168466712874,145.8677973334742
2025-09-30,Flashdisk,Sales,325.6253297148637,286.86358878258085,365.161342233586
2025-10-31,Flashdisk,Sales,266.46725953646774,230.07715366422215,305.9036628191573
2025-11-30,Flashdisk,Sales,166.37121265377317,125.62366325171152,207.2551633517056
2025-06-30,Folder File,Accounting,152.55411833785075,105.59933220268347,192.47256343157378
2025-07-31,Folder File,Accounting,92.3764694586864,48.51658720371022,133.9204696865454
2025-08-31,Folder File,Accounting,473.21379187170635,432.97750525078624,514.1454160476479
2025-09-30,Folder File,Accounting,12.003200261665427,-29.738964189834828,51.27565285809115
2025-10-31,Folder File,Accounting,238.784496628757,197.20312787314646,280.06656470386747
2025-11-30,Folder File,Accounting,181.9694637775813,140.0599594550796,230.01098428863853
2025-06-30,Folder File,Finance,66.92910373255116,23.621271485244737,111.15672478122222
2025-07-31,Folder File,Finance,254.5373083590377,211.5564232930517,298.52353256418525
2025-08-31,Folder File,Finance,45.45337733630063,0.8368968946806261,89.77771425877543
2025-09-30,Folder File,Finance,85.51275204595282,40.086755742153045,127.63030221625819
2025-10-31,Folder File,Finance,228.43752755543701,180.61662988705243,272.631479393528
2025-11-30,Folder File,Finance,68.12280751536011,24.860903118611652,111.6953627216512
2025-06-30,Folder File,HR,534.5413021665192,512.1681524631093,560.0614353527409
2025-07-31,Folder File,HR,336.91166414542244,312.0341907475052,361.04246456480894
2025-08-31,Folder File,HR,327.36209077782706,302.73181894710524,351.55144368361636
2025-09-30,Folder File,HR,253.27386049586553,228.96452442587852,276.4920996271513
